Participant,Item,EventIndex,EventTime,TimeSinceLastEvent,TotalItemTime,Results.reception.time,Controller.name,Inner.element.number,Label,Latin.Square.Group,PennElementType,PennElementName,Parameter,Value,Subject,age,group,item,itemCond,Sentence1,Sentence1Cond,Sentence2,Sentence2Cond,Sentence3,Sentence3Cond,Sentence4,Sentence4Cond,Sentence5,Sentence5Cond,Sentence6,Sentence6Cond,Sentence7,Sentence7Cond,Sentence8,Sentence8Cond,Comments,final_graphs,object,object_2,location_2,distance
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('You want your loving dog to admire you as his pack leader, not fear you .', (22, 1))","You want your loving dog to admire you as his pack leader, not fear you .",They chased the proud rebels out of the capital.,"(14, 5)",8.94427190999916
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('You want your loving dog to admire you as his pack leader, not fear you .', (22, 1))","You want your loving dog to admire you as his pack leader, not fear you .",The president demoted the expert from his cabinet .,"(4, 7)",18.973665961010276
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('You want your loving dog to admire you as his pack leader, not fear you .', (22, 1))","You want your loving dog to admire you as his pack leader, not fear you .",We hauled the horse to Corning.,"(3, 3)",19.1049731745428
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('You want your loving dog to admire you as his pack leader, not fear you .', (22, 1))","You want your loving dog to admire you as his pack leader, not fear you .",We took our bold cat Mitten camping .,"(20, 7)",6.324555320336759
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('You want your loving dog to admire you as his pack leader, not fear you .', (22, 1))","You want your loving dog to admire you as his pack leader, not fear you .",We trust the caring teacher.,"(19, 4)",4.242640687119285
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('They chased the proud rebels out of the capital.', (14, 5))",They chased the proud rebels out of the capital.,The president demoted the expert from his cabinet .,"(4, 7)",10.198039027185569
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('They chased the proud rebels out of the capital.', (14, 5))",They chased the proud rebels out of the capital.,We hauled the horse to Corning.,"(3, 3)",11.180339887498949
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('They chased the proud rebels out of the capital.', (14, 5))",They chased the proud rebels out of the capital.,We took our bold cat Mitten camping .,"(20, 7)",6.324555320336759
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('They chased the proud rebels out of the capital.', (14, 5))",They chased the proud rebels out of the capital.,We trust the caring teacher.,"(19, 4)",5.0990195135927845
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('The president demoted the expert from his cabinet .', (4, 7))",The president demoted the expert from his cabinet .,We hauled the horse to Corning.,"(3, 3)",4.123105625617661
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('The president demoted the expert from his cabinet .', (4, 7))",The president demoted the expert from his cabinet .,We took our bold cat Mitten camping .,"(20, 7)",16.0
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('The president demoted the expert from his cabinet .', (4, 7))",The president demoted the expert from his cabinet .,We trust the caring teacher.,"(19, 4)",15.297058540778355
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('We hauled the horse to Corning.', (3, 3))",We hauled the horse to Corning.,We took our bold cat Mitten camping .,"(20, 7)",17.46424919657298
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('We hauled the horse to Corning.', (3, 3))",We hauled the horse to Corning.,We trust the caring teacher.,"(19, 4)",16.0312195418814
3cc42984c8fd67719dbad98c057b931f,9,22,1742308389610,2491.0,57120,1742308418,PennController,0,trials,,DragDrop,experimental-trials,Final,Sam used his company to buy items useful to criminals.:(8%2C 1);I encourage you to do this dance.:(14%2C 1);You want your loving dog to admire you as his pack leader%2C not fear you .:(22%2C 1);They chased the proud rebels out of the capital.:(14%2C 5);The president demoted the expert from his cabinet .:(4%2C 7);We hauled the horse to Corning.:(3%2C 3);We took our bold cat Mitten camping .:(20%2C 7);We trust the caring teacher.:(19%2C 4),932510,32,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,,"('We took our bold cat Mitten camping .', (20, 7))",We took our bold cat Mitten camping .,We trust the caring teacher.,"(19, 4)",3.1622776601683795
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('Ben made another happy announcement on March 28.', (29, 2))",Ben made another happy announcement on March 28.,I e-mailed your assistant earlier this morning .,"(19, 11)",13.45362404707371
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('Ben made another happy announcement on March 28.', (29, 2))",Ben made another happy announcement on March 28.,He had this habit of telling you everything.,"(19, 10)",12.806248474865697
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('Ben made another happy announcement on March 28.', (29, 2))",Ben made another happy announcement on March 28.,Dignitaries condemn the rebellious act.,"(6, 7)",23.53720459187964
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('Ben made another happy announcement on March 28.', (29, 2))",Ben made another happy announcement on March 28.,I put my angry foot in the cool water.,"(6, 4)",23.08679276123039
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('Ben made another happy announcement on March 28.', (29, 2))",Ben made another happy announcement on March 28.,Jane calls the bluff. ,"(4, 6)",25.317977802344327
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('Ben made another happy announcement on March 28.', (29, 2))",Ben made another happy announcement on March 28.,Dr. Hart killed our pet.,"(4, 1)",25.019992006393608
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('Ben made another happy announcement on March 28.', (29, 2))",Ben made another happy announcement on March 28.,She loves playful giraffes.,"(25, 2)",4.0
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('I e-mailed your assistant earlier this morning .', (19, 11))",I e-mailed your assistant earlier this morning .,He had this habit of telling you everything.,"(19, 10)",1.0
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('I e-mailed your assistant earlier this morning .', (19, 11))",I e-mailed your assistant earlier this morning .,Dignitaries condemn the rebellious act.,"(6, 7)",13.601470508735444
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('I e-mailed your assistant earlier this morning .', (19, 11))",I e-mailed your assistant earlier this morning .,I put my angry foot in the cool water.,"(6, 4)",14.7648230602334
59f4cf1c0e420de73359b0ad82bf2136,6,21,1742307871116,1537.0,40958,1742308022,PennController,0,trials,,DragDrop,experimental-trials,Final,Ben made another happy announcement on March 28.:(29%2C 2);I e-mailed your assistant earlier this morning .:(19%2C 11);He had this habit of telling you everything.:(19%2C 10);Dignitaries condemn the rebellious act.:(6%2C 7);I put my angry foot in the cool water.:(6%2C 4);Jane calls the bluff. :(4%2C 6);Dr. Hart killed our pet.:(4%2C 1);She loves playful giraffes.:(25%2C 2),956861,33,2,1.0,Awareness,Ben made another happy announcement on March 28.,ModAware2,I e-mailed your assistant earlier this morning .,NoModAware4,He had this habit of telling you everything.,NoModAware2,Dignitaries condemn the rebellious act.,ModAware4,I put my angry foot in the cool water.,ModAware4,Jane calls the bluff. ,NoModAware2,Dr. Hart killed our pet.,NoModAware4,She loves playful giraffes.,ModAware2,,"('I e-mailed your assistant earlier this morning .', (19, 11))",I e-mailed your assistant earlier this morning .,Jane calls the bluff. ,"(4, 6)",15.811388300841896
